date,description,amount,currency,type
2024-12-15,Lottery,-147.63,USD,debit
2024-12-16,GitLab Subscription,-4.39,USD,debit
2024-12-16,Domino's Pizza,-98.8,USD,debit
2024-12-17,Book Store,-233.63,USD,debit
2024-12-17,NYTimes Subscription,-9.1,USD,debit
2024-12-18,Max Subscription,-14.83,USD,debit
2024-12-19,Apple iCloud Subscription,-1.15,USD,debit
2024-12-19,Car Wash,-81.93,USD,debit
2024-12-20,Starbucks,-217.2,USD,debit
2024-12-20,Electric Bill,-285.63,USD,debit
2024-12-20,Thrift Store,-129.44,USD,debit
2024-12-22,Proton VPN Subscription,-8.12,USD,debit
2024-12-23,Hotel Booking,-256.75,USD,debit
2024-12-23,NordVPN Subscription,-10.34,USD,debit
2024-12-23,Internet Payment,-189.53,USD,debit
2024-12-24,Government Fees,-60.98,USD,debit
2024-12-24,Cinema City,-322.14,USD,debit
2024-12-25,ATM Withdrawal REFUND,12.42,USD,credit
2024-12-26,Disney+ Subscription,-12.85,USD,debit
2024-12-26,Insurance Premium,-303.85,USD,debit
2024-12-26,Best Buy,-157.13,USD,debit
2024-12-26,Liquor Store,-189.08,USD,debit
2024-12-27,Apple Store,-164.62,USD,debit
2024-12-27,Hardware Depot,-181.06,USD,debit
2024-12-27,Medical Center,-240.3,USD,debit
2024-12-28,Hotel Booking,-309.63,USD,debit
2025-01-01,Lyft Ride,-51.74,USD,debit
2025-01-01,Uber Trip,-313.93,USD,debit
2025-01-01,Chegg Subscription,-15.36,USD,debit
2025-01-01,ATM Withdrawal REFUND,94.52,USD,credit
2025-01-03,Liquor Store,-301.83,USD,debit
2025-01-03,Convenience Store,-323.44,USD,debit
2025-01-05,Garden Center,-78.21,USD,debit
2025-01-05,Target,-115.12,USD,debit
2025-01-05,Best Buy,-83.7,USD,debit
2025-01-06,DAZN Subscription,-20.86,USD,debit
2025-01-07,IKEA,-128.8,USD,debit
2025-01-07,Credit Card Payment,-294.85,USD,debit
2025-01-08,Zoom Pro Subscription,-14.78,USD,debit
2025-01-08,Home Improvement,-192.82,USD,debit
2025-01-09,Tax Refund,-158.77,USD,debit
2025-01-09,Electronics Hub,-77.78,USD,debit
2025-01-09,Prime Video Subscription,-14.34,USD,debit
2025-01-09,ESPN+ Subscription,-9.95,USD,debit
2025-01-09,Washington Post Subscription,-8.97,USD,debit
2025-01-10,Shell Gas Station,-244.14,USD,debit
2025-01-10,Flight Ticket,-103.62,USD,debit
2025-01-10,Local Diner,-133.93,USD,debit
2025-01-10,Apple TV+ Subscription,-12.99,USD,debit
2025-01-11,Electronics Hub,-49.56,USD,debit
2025-01-13,Thrift Store,-334.06,USD,debit
2025-01-13,QuickBooks Subscription,-27.5,USD,debit
2025-01-13,Home Improvement,-331.24,USD,debit
2025-01-13,Duolingo Plus Subscription,-8.0,USD,debit
2025-01-13,Book Store,-118.51,USD,debit
2025-01-14,Pharmacy Express,-219.6,USD,debit
2025-01-14,KFC,-102.52,USD,debit
2025-01-14,Max Subscription,-13.69,USD,debit
2025-01-14,Dropbox Subscription,-12.85,USD,debit
2025-01-15,Mobile Recharge,-339.23,USD,debit
2025-01-15,Toy Shop,-205.11,USD,debit
2025-01-15,PayPal Transfer,-71.88,USD,debit
2025-01-15,Apple iCloud Subscription,-1.59,USD,debit
2025-01-16,NYTimes Subscription,-8.3,USD,debit
2025-01-16,Burger King,-229.9,USD,debit
2025-01-17,GitLab Subscription,-4.51,USD,debit
2025-01-17,Fish Market REFUND,35.26,USD,credit
2025-01-17,Train Ticket,-212.71,USD,debit
2025-01-17,Bakery,-142.43,USD,debit
2025-01-20,Starbucks,-295.47,USD,debit
2025-01-20,Domino's Pizza,-306.51,USD,debit
2025-01-21,NordVPN Subscription,-11.03,USD,debit
2025-01-21,Disney+ Subscription,-13.68,USD,debit
2025-01-22,Car Wash,-152.19,USD,debit
2025-01-22,Proton VPN Subscription,-9.07,USD,debit
2025-01-22,Electric Bill,-130.15,USD,debit
2025-01-22,PayPal Transfer,-78.5,USD,debit
2025-01-23,Butcher Shop,-267.78,USD,debit
2025-01-23,Tax Refund,-199.27,USD,debit
2025-01-24,Toy Shop,-322.91,USD,debit
2025-01-24,Pet Store REFUND,101.29,USD,credit
2025-01-24,Toy Shop,-220.74,USD,debit
2025-01-25,Mobile Recharge,-147.09,USD,debit
2025-01-25,Spotify Refund,-28.09,USD,debit
2025-01-28,Grocery Store,-63.26,USD,debit
2025-01-28,Apple Store,-77.97,USD,debit
2025-01-29,Lottery,-108.22,USD,debit
2025-01-29,Grocery Store,-278.7,USD,debit
2025-01-29,Domino's Pizza REFUND,66.31,USD,credit
2025-01-30,Lyft Ride,-228.28,USD,debit
2025-01-30,Walmart,-55.5,USD,debit
2025-01-30,Target,-310.66,USD,debit
2025-01-31,Domino's Pizza,-277.18,USD,debit
2025-01-31,Subway,-273.29,USD,debit
2025-01-31,Chegg Subscription,-14.9,USD,debit
2025-01-31,Fish Market,-167.95,USD,debit
2025-02-01,Fish Market,-180.95,USD,debit
2025-02-01,Toy Shop,-284.21,USD,debit
2025-02-01,Butcher Shop,-52.3,USD,debit
2025-02-02,KFC,-217.76,USD,debit
2025-02-02,Fish Market REFUND,94.09,USD,credit
2025-02-02,Gas Station,-209.35,USD,debit
2025-02-03,KFC,-271.65,USD,debit
2025-02-04,IKEA,-146.35,USD,debit
2025-02-04,Train Ticket,-136.14,USD,debit
2025-02-04,Washington Post Subscription,-9.12,USD,debit
2025-02-04,Lyft Ride,-144.17,USD,debit
2025-02-05,Subway,-151.85,USD,debit
2025-02-05,Movie Tickets,-37.24,USD,debit
2025-02-05,Grocery Store,-323.38,USD,debit
2025-02-06,Prime Video Subscription,-15.46,USD,debit
2025-02-06,Shell Gas Station,-265.16,USD,debit
2025-02-06,Target,-97.38,USD,debit
2025-02-06,Electric Bill,-168.18,USD,debit
2025-02-07,Zoom Pro Subscription,-15.69,USD,debit
2025-02-10,Electronics Hub REFUND,64.44,USD,credit
2025-02-10,Duolingo Plus Subscription,-8.98,USD,debit
2025-02-10,Hardware Depot,-135.8,USD,debit
2025-02-12,Toy Shop,-311.98,USD,debit
2025-02-12,Toy Shop,-311.98,USD,debit
2025-02-12,Dropbox Subscription,-12.49,USD,debit
2025-02-12,Apple TV+ Subscription,-11.55,USD,debit
2025-02-12,Home Improvement,-80.17,USD,debit
2025-02-12,Butcher Shop,-104.11,USD,debit
2025-02-13,Insurance Premium REFUND,34.92,USD,credit
2025-02-13,Garden Center,-341.29,USD,debit
2025-02-13,Garden Center,-341.29,USD,debit
2025-02-13,Chevron Gas,-287.57,USD,debit
2025-02-13,GitLab Subscription,-3.58,USD,debit
2025-02-13,ESPN+ Subscription,-9.6,USD,debit
2025-02-13,QuickBooks Subscription,-25.0,USD,debit
2025-02-14,Fish Market REFUND,77.35,USD,credit
2025-02-14,Apple Store,-153.09,USD,debit
2025-02-15,Pet Store,-133.4,USD,debit
2025-02-16,Max Subscription,-13.48,USD,debit
2025-02-16,Uber Trip,-9.92,USD,debit
2025-02-17,NYTimes Subscription,-8.7,USD,debit
2025-02-17,Amazon Refund,-214.72,USD,debit
2025-02-17,Movie Tickets,-266.0,USD,debit
2025-02-17,Tax Refund,-210.33,USD,debit
2025-02-18,Proton VPN Subscription,-9.93,USD,debit
2025-02-18,Hardware Depot,-195.15,USD,debit
2025-02-18,Amazon Marketplace,-141.99,USD,debit
2025-02-18,Medical Center,-169.12,USD,debit
2025-02-19,Apple iCloud Subscription,-1.77,USD,debit
2025-02-19,Chevron Gas,-287.73,USD,debit
2025-02-21,NordVPN Subscription,-10.09,USD,debit
2025-02-21,Bakery,-339.75,USD,debit
2025-02-21,Hotel Booking,-238.06,USD,debit
2025-02-21,KFC,-195.07,USD,debit
2025-02-21,Hotel Booking,-238.06,USD,debit
2025-02-22,Garden Center,-105.37,USD,debit
2025-02-22,Convenience Store,-189.72,USD,debit
2025-02-23,Uber Trip REFUND,13.43,USD,credit
2025-02-23,Best Buy,-121.8,USD,debit
2025-02-23,IKEA,-322.23,USD,debit
2025-02-24,Disney+ Subscription,-12.54,USD,debit
2025-02-25,Grocery Store,-75.78,USD,debit
2025-02-26,McDonald's,-221.69,USD,debit
2025-02-26,Toy Shop,-23.02,USD,debit
2025-02-26,Amazon Marketplace,-195.84,USD,debit
2025-02-27,Electric Bill,-314.85,USD,debit
2025-02-27,Shoe Outlet,-251.57,USD,debit
2025-02-27,Thrift Store,-305.0,USD,debit
2025-02-28,Shell Gas Station,-313.91,USD,debit
2025-02-28,Hotel Booking,-307.14,USD,debit
2025-02-28,Bakery,-50.33,USD,debit
2025-03-01,Tax Refund,-47.07,USD,debit
2025-03-03,Apple Store,-311.51,USD,debit
2025-03-03,Shoe Outlet,-83.16,USD,debit
2025-03-04,Medical Center,-32.29,USD,debit
2025-03-04,Zoom Pro Subscription,-18.33,USD,debit
2025-03-05,Mobile Recharge,-19.0,USD,debit
2025-03-05,Chegg Subscription,-16.2,USD,debit
2025-03-06,Washington Post Subscription,-7.41,USD,debit
2025-03-06,Prime Video Subscription,-15.99,USD,debit
2025-03-07,Home Improvement,-347.43,USD,debit
2025-03-08,Flight Ticket,-18.43,USD,debit
2025-03-08,Starbucks,-133.71,USD,debit
2025-03-08,DAZN Subscription,-20.72,USD,debit
2025-03-10,Credit Card Payment,-282.3,USD,debit
2025-03-10,Spotify Refund,-20.83,USD,debit
2025-03-10,Water Bill,-184.74,USD,debit
2025-03-11,Apple TV+ Subscription,-11.63,USD,debit
2025-03-11,QuickBooks Subscription,-25.8,USD,debit
2025-03-11,Toy Shop,-29.31,USD,debit
2025-03-12,Government Fees,-8.78,USD,debit
2025-03-13,ESPN+ Subscription,-10.73,USD,debit
2025-03-13,Dropbox Subscription,-13.38,USD,debit
2025-03-14,Butcher Shop,-293.87,USD,debit
2025-03-14,Amazon Marketplace,-240.83,USD,debit
2025-03-14,Duolingo Plus Subscription,-7.91,USD,debit
2025-03-16,GitLab Subscription,-3.64,USD,debit
2025-03-17,Movie Tickets,-82.15,USD,debit
2025-03-18,NYTimes Subscription,-7.66,USD,debit
2025-03-18,Proton VPN Subscription,-8.12,USD,debit
2025-03-19,Amazon Marketplace,-191.05,USD,debit
2025-03-20,Pharmacy Express REFUND,58.71,USD,credit
2025-03-20,Disney+ Subscription,-13.87,USD,debit
2025-03-20,Thrift Store,-258.14,USD,debit
2025-03-20,Gym Day Pass,-157.37,USD,debit
2025-03-20,Max Subscription,-14.21,USD,debit
2025-03-20,Pharmacy Express REFUND,58.71,USD,credit
2025-03-21,Car Wash,-106.68,USD,debit
2025-03-21,Apple iCloud Subscription,-1.87,USD,debit
2025-03-21,NordVPN Subscription,-9.9,USD,debit
2025-03-22,Dental Clinic,-259.85,USD,debit
2025-03-22,Lyft Ride,-68.66,USD,debit
2025-03-22,Lyft Ride,-68.66,USD,debit
2025-03-22,Insurance Premium REFUND,113.76,USD,credit
2025-03-25,Car Wash,-144.15,USD,debit
2025-03-25,Flight Ticket,-285.77,USD,debit
2025-03-25,Spotify Refund,-294.23,USD,debit
2025-03-26,Parking Fine,-300.46,USD,debit
2025-03-26,Shoe Outlet,-205.45,USD,debit
2025-03-26,Credit Card Payment,-62.82,USD,debit
2025-03-27,Car Wash,-102.24,USD,debit
2025-03-27,Electronics Hub,-145.66,USD,debit
2025-03-27,Charity Donation,-201.45,USD,debit
2025-03-28,Pet Store,-322.71,USD,debit
2025-03-29,Local Diner,-104.43,USD,debit
2025-03-29,Chegg Subscription,-14.65,USD,debit
2025-03-29,Lottery,-20.68,USD,debit
2025-03-29,Lottery,-257.81,USD,debit
2025-03-31,Movie Tickets,-131.97,USD,debit
2025-04-02,Subway,-258.59,USD,debit
2025-04-02,Train Ticket,-177.63,USD,debit
2025-04-02,Venmo Payment REFUND,136.89,USD,credit
2025-04-03,DAZN Subscription,-19.77,USD,debit
2025-04-03,Charity Donation,-110.62,USD,debit
2025-04-03,PayPal Transfer,-258.83,USD,debit
2025-04-05,Amazon Refund,-173.32,USD,debit
2025-04-07,ATM Withdrawal,-220.53,USD,debit
2025-04-07,Shoe Outlet,-94.21,USD,debit
2025-04-07,Zoom Pro Subscription,-20.42,USD,debit
2025-04-07,Apple TV+ Subscription,-13.0,USD,debit
2025-04-07,Water Bill,-70.16,USD,debit
2025-04-08,Train Ticket,-86.69,USD,debit
2025-04-09,Convenience Store,-190.76,USD,debit
2025-04-09,Washington Post Subscription,-9.08,USD,debit
2025-04-09,ESPN+ Subscription,-10.57,USD,debit
2025-04-09,Prime Video Subscription,-14.98,USD,debit
2025-04-09,QuickBooks Subscription,-25.05,USD,debit
2025-04-10,McDonald's REFUND,70.11,USD,credit
2025-04-10,Dropbox Subscription,-12.83,USD,debit
2025-04-11,Spotify Refund,-34.43,USD,debit
2025-04-11,Venmo Payment,-195.43,USD,debit
2025-04-13,Duolingo Plus Subscription,-8.78,USD,debit
2025-04-13,Home Improvement,-244.24,USD,debit
2025-04-13,Car Wash,-156.18,USD,debit
2025-04-13,Target,-113.14,USD,debit
2025-04-14,Home Improvement,-249.06,USD,debit
2025-04-15,Farmers Market,-236.65,USD,debit
2025-04-15,IKEA,-334.07,USD,debit
2025-04-15,Apple iCloud Subscription,-0.99,USD,debit
2025-04-15,Max Subscription,-14.33,USD,debit
2025-04-16,Proton VPN Subscription,-10.41,USD,debit
2025-04-17,Farmers Market,-224.69,USD,debit
2025-04-18,Flight Ticket,-255.0,USD,debit
2025-04-19,NYTimes Subscription,-8.12,USD,debit
2025-04-19,Home Improvement,-311.38,USD,debit
2025-04-19,GitLab Subscription,-4.03,USD,debit
2025-04-19,Movie Tickets,-114.07,USD,debit
2025-04-19,Local Diner,-207.66,USD,debit
2025-04-19,NordVPN Subscription,-9.65,USD,debit
2025-04-20,Car Wash,-308.56,USD,debit
2025-04-20,Uber Trip,-148.22,USD,debit
2025-04-20,Spotify Refund,-282.4,USD,debit
2025-04-21,Fish Market,-284.67,USD,debit
2025-04-22,Credit Card Payment,-147.84,USD,debit
2025-04-24,Thrift Store,-91.89,USD,debit
2025-04-25,Spotify Refund,-205.36,USD,debit
2025-04-25,Disney+ Subscription,-14.09,USD,debit
2025-04-25,Convenience Store,-185.62,USD,debit
2025-04-25,Hotel Booking,-268.0,USD,debit
2025-04-27,KFC,-83.85,USD,debit
2025-04-27,Cinema City,-271.91,USD,debit
2025-04-27,Government Fees,-328.19,USD,debit
2025-04-28,Cinema City,-39.39,USD,debit
2025-04-28,Electric Bill,-123.45,USD,debit
2025-04-28,Subway,-322.74,USD,debit
2025-04-29,Charity Donation,-37.93,USD,debit
2025-04-30,Flight Ticket,-57.57,USD,debit
2025-04-30,Chegg Subscription,-16.09,USD,debit
2025-05-01,Charity Donation REFUND,100.13,USD,credit
2025-05-01,Bakery REFUND,41.55,USD,credit
2025-05-01,ATM Withdrawal,-326.31,USD,debit
2025-05-04,Cinema City,-332.1,USD,debit
2025-05-04,Venmo Payment,-282.12,USD,debit
2025-05-05,DAZN Subscription,-20.06,USD,debit
2025-05-05,Lottery,-135.57,USD,debit
2025-05-05,Thrift Store,-164.9,USD,debit
2025-05-06,Walmart REFUND,29.3,USD,credit
2025-05-06,Bakery,-48.38,USD,debit
2025-05-07,Zoom Pro Subscription,-20.85,USD,debit
2025-05-07,Train Ticket,-69.39,USD,debit
2025-05-07,Liquor Store,-29.11,USD,debit
2025-05-07,Domino's Pizza,-188.63,USD,debit
2025-05-08,Duolingo Plus Subscription,-8.12,USD,debit
2025-05-08,Prime Video Subscription,-14.47,USD,debit
2025-05-08,Hotel Booking,-158.88,USD,debit
2025-05-10,Toy Shop,-19.65,USD,debit
2025-05-10,Amazon Marketplace,-172.69,USD,debit
2025-05-10,Spotify Refund REFUND,31.68,USD,credit
2025-05-11,Dropbox Subscription,-12.84,USD,debit
2025-05-11,Washington Post Subscription,-7.32,USD,debit
2025-05-11,QuickBooks Subscription,-26.13,USD,debit
2025-05-12,Apple TV+ Subscription,-12.24,USD,debit
2025-05-13,ESPN+ Subscription,-10.75,USD,debit
2025-05-13,Max Subscription,-13.87,USD,debit
2025-05-14,NYTimes Subscription,-8.63,USD,debit
2025-05-15,Fish Market,-102.9,USD,debit
2025-05-15,Chevron Gas,-39.87,USD,debit
2025-05-15,Gym Day Pass,-312.45,USD,debit
2025-05-16,Credit Card Payment,-179.86,USD,debit
2025-05-16,Movie Tickets,-40.07,USD,debit
2025-05-16,Home Improvement,-12.44,USD,debit
2025-05-16,Proton VPN Subscription,-8.74,USD,debit
2025-05-17,Home Improvement,-87.67,USD,debit
2025-05-17,Farmers Market,-122.89,USD,debit
2025-05-17,Liquor Store,-238.28,USD,debit
2025-05-18,Amazon Marketplace REFUND,53.4,USD,credit
2025-05-19,GitLab Subscription,-4.04,USD,debit
2025-05-19,Apple iCloud Subscription,-2.15,USD,debit
2025-05-19,Garden Center,-180.75,USD,debit
2025-05-20,Best Buy,-334.3,USD,debit
2025-05-20,Grocery Store,-16.48,USD,debit
2025-05-21,Credit Card Payment,-217.27,USD,debit
2025-05-23,Apple Store,-217.89,USD,debit
2025-05-23,Toy Shop,-276.05,USD,debit
2025-05-23,Bakery REFUND,147.2,USD,credit
2025-05-23,NordVPN Subscription,-10.92,USD,debit
2025-05-24,Disney+ Subscription,-12.98,USD,debit
2025-05-25,Farmers Market,-322.39,USD,debit
2025-05-26,IKEA,-201.91,USD,debit
2025-05-27,Mobile Recharge,-335.24,USD,debit
2025-05-27,ATM Withdrawal,-251.52,USD,debit
2025-05-27,Book Store,-321.83,USD,debit
2025-05-29,Farmers Market,-224.14,USD,debit
2025-05-30,Gym Day Pass,-292.85,USD,debit
2025-05-30,Amazon Marketplace,-74.69,USD,debit
2025-05-31,Domino's Pizza,-120.56,USD,debit
2025-05-31,Best Buy REFUND,22.65,USD,credit
2025-06-01,DAZN Subscription,-21.02,USD,debit
2025-06-03,Flight Ticket,-243.4,USD,debit
2025-06-03,Electric Bill,-91.39,USD,debit
2025-06-04,Washington Post Subscription,-8.11,USD,debit
2025-06-05,Charity Donation,-25.44,USD,debit
2025-06-05,Charity Donation,-97.75,USD,debit
2025-06-06,Medical Center,-120.28,USD,debit
2025-06-07,Prime Video Subscription,-14.54,USD,debit
2025-06-07,Zoom Pro Subscription,-19.53,USD,debit
2025-06-07,Insurance Premium,-130.5,USD,debit
2025-06-07,Pharmacy Express,-327.51,USD,debit
2025-06-08,Government Fees,-113.87,USD,debit
2025-06-08,Lyft Ride,-187.99,USD,debit
2025-06-09,Apple TV+ Subscription,-11.32,USD,debit
2025-06-09,Walmart,-164.05,USD,debit
2025-06-10,Duolingo Plus Subscription,-7.1,USD,debit
2025-06-10,QuickBooks Subscription,-25.38,USD,debit
2025-06-10,Grocery Store REFUND,84.94,USD,credit
2025-06-10,Parking Fine,-165.11,USD,debit
2025-06-11,Electronics Hub,-116.11,USD,debit
2025-06-12,Chevron Gas,-59.41,USD,debit
2025-06-12,Dropbox Subscription,-12.63,USD,debit
2025-06-12,ESPN+ Subscription,-11.62,USD,debit
2025-06-12,Electric Bill,-321.63,USD,debit
2025-06-12,Flight Ticket,-198.09,USD,debit
2025-06-13,Mobile Recharge,-262.23,USD,debit
2025-06-13,Gas Station,-315.98,USD,debit
2025-06-13,Hotel Booking,-316.48,USD,debit
2025-06-13,GitLab Subscription,-5.93,USD,debit
2025-06-14,Apple iCloud Subscription,-1.47,USD,debit
2025-06-15,NYTimes Subscription,-7.39,USD,debit
2025-06-15,Dental Clinic,-153.91,USD,debit
2025-06-15,Shoe Outlet,-45.08,USD,debit
2025-06-17,Gas Station,-264.31,USD,debit
2025-06-18,Proton VPN Subscription,-8.56,USD,debit
2025-06-18,Max Subscription,-13.51,USD,debit
2025-06-19,Tax Refund,-286.36,USD,debit
2025-06-19,NordVPN Subscription,-10.21,USD,debit
2025-06-20,Mobile Recharge,-114.77,USD,debit
2025-06-20,Mobile Recharge,-114.77,USD,debit
2025-06-20,Bakery REFUND,94.53,USD,credit
2025-06-21,Starbucks,-187.12,USD,debit
2025-06-21,ATM Withdrawal,-192.2,USD,debit
2025-06-21,Target,-19.73,USD,debit
2025-06-22,ATM Withdrawal,-249.95,USD,debit
2025-06-23,Pet Store,-231.84,USD,debit
2025-06-23,Domino's Pizza,-64.72,USD,debit
2025-06-24,PayPal Transfer,-153.58,USD,debit
2025-06-24,Flight Ticket,-10.46,USD,debit
2025-06-25,Lyft Ride,-145.59,USD,debit
2025-06-26,Government Fees,-270.59,USD,debit
2025-06-27,Pharmacy Express,-13.43,USD,debit
2025-06-27,Shell Gas Station,-142.59,USD,debit
2025-06-27,Parking Fine,-198.68,USD,debit
